"GeneID"	"GeneName"	"Family_Subfamily"	"ProteinClass"	"GO_MF"	"GO_BP"	"GO_CC"
"SORBI_3005G018050"	"C3H1-type domain-containing protein"	"C3H1-TYPE DOMAIN-CONTAINING PROTEIN (PTHR24009:SF17)"	"RNA metabolism protein(PC00031)"	"RNA binding(GO:0003723);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)"	NA	NA
"SORBI_3006G212200"	"Uncharacterized protein"	"ZINC TRANSPORTER 1 (PTHR11040:SF181)"	"secondary carrier transporter(PC00258)"	"zinc ion transmembrane transporter activity(GO:0005385)"	"transition metal ion transport(GO:0000041);monoatomic ion transport(GO:0006811);zinc ion transport(GO:0006829);zinc ion transmembrane transport(GO:0071577)"	"plasma membrane(GO:0005886);membrane(GO:0016020)"
"SORBI_3008G192700"	"Uncharacterized protein"	"MICROTUBULE-ASSOCIATED PROTEIN 70-1 (PTHR31246:SF32)"	"non-motor microtubule binding protein(PC00166)"	"microtubule binding(GO:0008017)"	"cytoskeleton organization(GO:0007010)"	"cytoskeleton(GO:0005856);microtubule(GO:0005874)"
"SORBI_3007G096833"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3001G043100"	"mRNA export factor GLE1"	"MRNA EXPORT FACTOR GLE1 (PTHR12960:SF0)"	"translation factor(PC00223)"	"inositol hexakisphosphate binding(GO:0000822);phospholipid binding(GO:0005543);translation initiation factor binding(GO:0031369)"	"protein transport(GO:0015031);poly(A)+ mRNA export from nucleus(GO:0016973);mRNA transport(GO:0051028)"	"nucleus(GO:0005634);nuclear pore(GO:0005643);cytoplasm(GO:0005737);nuclear pore cytoplasmic filaments(GO:0044614)"
"SORBI_3002G380300"	"Uncharacterized protein"	"RAS-RELATED PROTEIN RABH1E (PTHR24073:SF1206)"	"small GTPase(PC00208)"	"GTPase activity(GO:0003924);GTP binding(GO:0005525)"	"intracellular protein transport(GO:0006886);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);intra-Golgi vesicle-mediated transport(GO:0006891);retrograde transport, endosome to Golgi(GO:0042147)"	"Golgi apparatus(GO:0005794);cytosol(GO:0005829);endomembrane system(GO:0012505)"
"SORBI_3002G006600"	"alanine transaminase"	"GLUTAMATE--GLYOXYLATE AMINOTRANSFERASE 2 (PTHR11751:SF373)"	"transaminase(PC00216)"	"L-alanine:2-oxoglutarate aminotransferase activity(GO:0004021);alanine-glyoxylate transaminase activity(GO:0008453);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);glycine:2-oxoglutarate aminotransferase activity(GO:0047958)"	"biosynthetic process(GO:0009058);photorespiration(GO:0009853);L-alanine catabolic process(GO:0042853)"	NA
"SORBI_3005G055000"	"V-type proton ATPase proteolipid subunit"	"V-TYPE PROTON ATPASE 16 KDA PROTEOLIPID SUBUNIT (PTHR10263:SF61)"	"ATP synthase(PC00002)"	"proton-transporting ATPase activity, rotational mechanism(GO:0046961)"	"proton transmembrane transport(GO:1902600)"	"vacuole(GO:0005773);vacuolar membrane(GO:0005774);membrane(GO:0016020);proton-transporting V-type ATPase, V0 domain(GO:0033179)"
"SORBI_3006G019801"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3006G202700"	"Dof-type domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3008G082700"	"WW domain-containing protein"	"OS12G0233100 PROTEIN (PTHR14791:SF39)"	NA	NA	NA	"cytoplasm(GO:0005737)"
"SORBI_3003G228600"	"Cytochrome P450"	"CYTOCHROME P450 MONOOXYGENASE (PTHR24282:SF268)"	"oxygenase(PC00177)"	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"	"lipid metabolic process(GO:0006629)"	"membrane(GO:0016020)"
"SORBI_3010G016000"	"No apical meristem-associated C-terminal domain-containing protein"	"NO-APICAL-MERISTEM-ASSOCIATED CARBOXY-TERMINAL DOMAIN PROTEIN (PTHR45125:SF3)"	NA	NA	NA	NA
"SORBI_3001G348000"	"Sulfotransferase"	"PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR32175:SF26)"	NA	NA	NA	NA
"SORBI_3006G092700"	"MLO-like protein"	"MLO-LIKE PROTEIN (PTHR31942:SF68)"	NA	"calmodulin binding(GO:0005516)"	"defense response(GO:0006952)"	"membrane(GO:0016020)"
"SORBI_3004G312400"	"separase"	"SEPARIN (PTHR12792:SF0)"	"cysteine protease(PC00081)"	"cysteine-type endopeptidase activity(GO:0004197);hydrolase activity(GO:0016787)"	"nuclear division(GO:0000280);proteolysis(GO:0006508);chromosome segregation(GO:0007059);meiotic chromosome separation(GO:0051307);nuclear chromosome segregation(GO:0098813)"	"nucleus(GO:0005634);cytoplasm(GO:0005737);mitotic spindle(GO:0072686)"
"SORBI_3005G088700"	"Pectinesterase inhibitor domain-containing protein"	"PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR31509:SF56)"	NA	NA	"root development(GO:0048364);shoot system development(GO:0048367)"	NA
"SORBI_3002G176600"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3001G383300"	"ABC transporter B family member 25, mitochondrial"	"IRON-SULFUR CLUSTERS TRANSPORTER ABCB7, MITOCHONDRIAL (PTHR24221:SF402)"	"ATP-binding cassette (ABC) transporter(PC00003)"	"ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)"	"intracellular iron ion homeostasis(GO:0006879);transmembrane transport(GO:0055085)"	"mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)"
"SORBI_3009G159400"	"UspA domain-containing protein"	"OS05G0453700 PROTEIN (PTHR46100:SF2)"	NA	NA	NA	NA
"SORBI_3007G063800"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G110600"	"Uncharacterized protein"	"OS06G0534200 PROTEIN (PTHR33869:SF17)"	NA	"receptor serine/threonine kinase binding(GO:0033612)"	NA	"extracellular region(GO:0005576)"
"SORBI_3008G119000"	"Cathepsin propeptide inhibitor domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3004G074100"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3007G122866"	"Secreted protein"	NA	NA	NA	NA	NA
"SORBI_3009G216500"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3009G081700"	"Uncharacterized protein"	"OS07G0181100 PROTEIN (PTHR31269:SF23)"	NA	"voltage-gated monoatomic anion channel activity(GO:0008308)"	"monoatomic ion transport(GO:0006811);intracellular monoatomic ion homeostasis(GO:0006873);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656)"	"plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)"
"SORBI_3005G020501"	"FLZ-type domain-containing protein"	NA	NA	NA	NA	"cytoplasm(GO:0005737)"
"SORBI_3005G147700"	"Knottin scorpion toxin-like domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3001G089400"	"Ammonium transporter"	"AMMONIUM TRANSPORTER (PTHR43029:SF11)"	"transporter(PC00227)"	"ammonium channel activity(GO:0008519)"	"ammonium transmembrane transport(GO:0072488)"	"plasma membrane(GO:0005886);membrane(GO:0016020)"
"SORBI_3003G153000"	"Galectin domain-containing protein"	"BETA-1,3-GALACTOSYLTRANSFERASE 6 (PTHR11214:SF3)"	"glycosyltransferase(PC00111)"	"galactosyltransferase activity(GO:0008378);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758);carbohydrate binding(GO:0030246);hydroxyproline O-galactosyltransferase activity(GO:1990714)"	"protein glycosylation(GO:0006486);arabinogalactan protein metabolic process(GO:0010405);protein O-linked glycosylation via hydroxyproline(GO:0018258);mucilage biosynthetic process involved in seed coat development(GO:0048354);root hair cell development(GO:0080147);carbohydrate derivative biosynthetic process(GO:1901137)"	"Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020)"
"SORBI_3008G015400"	"No apical meristem-associated C-terminal domain-containing protein"	"NO-APICAL-MERISTEM-ASSOCIATED CARBOXY-TERMINAL DOMAIN PROTEIN (PTHR45125:SF3)"	NA	NA	NA	NA
"SORBI_3004G351866"	"START domain-containing protein"	"DUF1618 DOMAIN-CONTAINING PROTEIN (PTHR33086:SF93)"	NA	NA	NA	NA
"SORBI_3009G065000"	"Auxin-responsive protein"	"AUXIN-RESPONSIVE PROTEIN IAA15 (PTHR31734:SF249)"	NA	NA	"regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734)"	"nucleus(GO:0005634)"
"SORBI_3003G246800"	"GATA-type domain-containing protein"	"GATA-TYPE ZINC FINGER TRANSCRIPTION FACTOR-LIKE (PTHR46813:SF15)"	"DNA-binding transcription factor(PC00218)"	"DNA binding(GO:0003677);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565)"	"regulation of DNA-templated transcription(GO:0006355)"	NA
"SORBI_3010G054200"	"Proteasome subunit alpha type"	"PROTEASOME SUBUNIT ALPHA TYPE-4 (PTHR11599:SF13)"	"protease(PC00190)"	NA	"ubiquitin-dependent protein catabolic process(GO:0006511);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)"	"proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome core complex(GO:0005839);proteasome core complex, alpha-subunit complex(GO:0019773)"
"SORBI_3001G075201"	"DUF4005 domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3009G013600"	"protein-serine_threonine phosphatase"	"PROTEIN PHOSPHATASE 2C 46-RELATED (PTHR13832:SF351)"	"protein phosphatase(PC00195)"	"phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);myosin phosphatase activity(GO:0017018);calmodulin-dependent protein phosphatase activity(GO:0033192);histone H2AXS140 phosphatase activity(GO:0140791);RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity(GO:0180004);RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity(GO:0180005);RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity(GO:0180006);RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity(GO:0180007);RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity(GO:0180008);MAP kinase serine/threonine phosphatase activity(GO:1990439)"	"chromatin remodeling(GO:0006338);regulation of transcription by RNA polymerase II(GO:0006357);signal transduction(GO:0007165)"	NA
"SORBI_3001G396800"	"Peptide chain release factor domain-containing protein"	"CLASS I PEPTIDE CHAIN RELEASE FACTOR (PTHR43116:SF3)"	"translation release factor(PC00225)"	"translation release factor activity, codon specific(GO:0016149)"	"translational termination(GO:0006415)"	"cytoplasm(GO:0005737)"
"SORBI_3005G103050"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3003G254850"	"NAC domain-containing protein"	"NAC TRANSCRIPTION FACTOR 14 (PTHR31989:SF149)"	NA	"DNA binding(GO:0003677)"	"regulation of DNA-templated transcription(GO:0006355)"	NA
"SORBI_3004G245400"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3007G147800"	"Uncharacterized protein"	"OS08G0452500 PROTEIN (PTHR31374:SF52)"	NA	NA	"response to auxin(GO:0009733)"	NA
"SORBI_3001G543000"	"chitinase"	"CHITINASE (PTHR45708:SF50)"	NA	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	"carbohydrate metabolic process(GO:0005975);defense response to fungus(GO:0050832)"	"extracellular region(GO:0005576)"
"SORBI_3008G130800"	"Phospholipid_glycerol acyltransferase domain-containing protein"	"OS12G0563000 PROTEIN (PTHR15486:SF29)"	"scaffold/adaptor protein(PC00226)"	"acyltransferase activity(GO:0016746);phosphatase activity(GO:0016791);glycerol-3-phosphate 2-O-acyltransferase activity(GO:0090447)"	"cutin biosynthetic process(GO:0010143)"	"membrane(GO:0016020)"
"SORBI_3008G180600"	"Pre-rRNA-processing protein TSR2"	"PRE-RRNA-PROCESSING PROTEIN TSR2 (PTHR21250:SF7)"	NA	NA	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000462);rRNA processing(GO:0006364)"	"nucleus(GO:0005634)"
"SORBI_3010G054500"	"Fe2OG dioxygenase domain-containing protein"	"FE2OG DIOXYGENASE DOMAIN-CONTAINING PROTEIN (PTHR10209:SF492)"	"oxidoreductase(PC00176)"	"oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)"	NA	NA
"SORBI_3001G313900"	"CRIB domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3004G205800"	"cyclin-dependent kinase"	"CYCLIN-DEPENDENT KINASE G-1 (PTHR24056:SF403)"	"non-receptor serine/threonine protein kinase(PC00167)"	"protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)"	NA	"nucleus(GO:0005634)"
"SORBI_3001G256600"	"Uncharacterized protein"	"OS12G0198650 PROTEIN (PTHR33248:SF54)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3010G098100"	"Xyloglucan endotransglucosylase_hydrolase"	"XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF272)"	"hydrolase(PC00121)"	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	"xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);cell wall organization(GO:0071555)"	"apoplast(GO:0048046)"
"SORBI_3009G221400"	"AP2_ERF and B3 domain-containing protein"	"AP2_ERF AND B3 DOMAIN-CONTAINING TRANSCRIPTION REPRESSOR RAV2 (PTHR31140:SF1)"	"DNA-binding transcription factor(PC00218)"	"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)"	"regulation of DNA-templated transcription(GO:0006355)"	"nucleus(GO:0005634)"
"SORBI_3001G326600"	"F-box domain-containing protein"	"F-BOX DOMAIN-CONTAINING PROTEIN (PTHR35546:SF116)"	NA	NA	NA	NA
"SORBI_3002G101200"	"RING-type E3 ubiquitin transferase"	"RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR14140:SF36)"	"ubiquitin-protein ligase(PC00234)"	"DNA binding(GO:0003677);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)"	"protein ubiquitination(GO:0016567);negative regulation of gene expression via chromosomal CpG island methylation(GO:0044027)"	"nucleus(GO:0005634)"
"SORBI_3002G232500"	"Protein DETOXIFICATION"	"PROTEIN DETOXIFICATION (PTHR11206:SF342)"	"transporter(PC00227)"	"antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)"	"xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)"	"membrane(GO:0016020)"
"SORBI_3001G352500"	"DUF4057 domain-containing protein"	"DUF4057 DOMAIN-CONTAINING PROTEIN (PTHR31132:SF14)"	NA	NA	NA	NA
"SORBI_3007G090537"	"CpSecY"	"PREPROTEIN TRANSLOCASE SUBUNIT SCY1, CHLOROPLASTIC (PTHR10906:SF9)"	"transporter(PC00227)"	"signal sequence binding(GO:0005048);protein transmembrane transporter activity(GO:0008320)"	"SRP-dependent cotranslational protein targeting to membrane, translocation(GO:0006616);protein transport(GO:0015031)"	"chloroplast thylakoid membrane(GO:0009535);membrane(GO:0016020)"
"SORBI_3009G216300"	"Polygalacturonase"	"OS05G0542900 PROTEIN (PTHR31375:SF270)"	NA	"catalytic activity(GO:0003824);polygalacturonase activity(GO:0004650);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	"carbohydrate metabolic process(GO:0005975);cell wall organization(GO:0071555)"	"extracellular region(GO:0005576)"
"SORBI_3006G029850"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G248600"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3009G148700"	"Amidophosphoribosyltransferase"	"AMIDOPHOSPHORIBOSYLTRANSFERASE (PTHR11907:SF0)"	"transferase(PC00220)"	"amidophosphoribosyltransferase activity(GO:0004044);glycosyltransferase activity(GO:0016757);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536)"	"purine nucleotide biosynthetic process(GO:0006164);'de novo' IMP biosynthetic process(GO:0006189);purine nucleobase biosynthetic process(GO:0009113)"	"cytoplasm(GO:0005737)"
"SORBI_3003G283250"	"Zinc finger GRF-type domain-containing protein"	"ZINC FINGER GRF-TYPE DOMAIN-CONTAINING PROTEIN (PTHR48170:SF1)"	NA	NA	NA	NA
"SORBI_3006G216400"	"Auxin responsive protein"	"OS04G0617050 PROTEIN (PTHR31374:SF234)"	NA	NA	"response to auxin(GO:0009733)"	NA
"SORBI_3001G274600"	"NADP-dependent oxidoreductase domain-containing protein"	"OXIDOREDUCTASE 2, PUTATIVE, EXPRESSED-RELATED (PTHR11732:SF388)"	"reductase(PC00198)"	"aldose reductase (NADPH) activity(GO:0004032);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	NA	"cytosol(GO:0005829)"
"SORBI_3010G115300"	"Protein kinase domain-containing protein"	"BRASSINOSTEROID INSENSITIVE 1-ASSOCIATED RECEPTOR KINASE 1 (PTHR47988:SF88)"	"transmembrane signal receptor(PC00197)"	"protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)"	NA	"membrane(GO:0016020)"
"SORBI_3001G028500"	"SPX domain-containing protein"	"SPX DOMAIN-CONTAINING PROTEIN 4 (PTHR45978:SF7)"	NA	NA	"cellular response to phosphate starvation(GO:0016036);cellular response to cold(GO:0070417)"	NA
"SORBI_3002G155400"	"non-specific serine_threonine protein kinase"	"SERINE_THREONINE-PROTEIN KINASE BRI1-LIKE 1 (PTHR48053:SF31)"	NA	"protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);signaling receptor activity(GO:0038023)"	"hormone-mediated signaling pathway(GO:0009755)"	"plasma membrane(GO:0005886);membrane(GO:0016020)"
"SORBI_3002G234500"	"Expansin-like EG45 domain-containing protein"	"EG45-LIKE DOMAIN CONTAINING PROTEIN 1-RELATED (PTHR47295:SF2)"	NA	NA	"systemic acquired resistance(GO:0009627)"	"apoplast(GO:0048046)"
"SORBI_3006G232600"	"Phytoene dehydrogenase"	"15-CIS-PHYTOENE DESATURASE, CHLOROPLASTIC_CHROMOPLASTIC (PTHR42923:SF45)"	"oxidase(PC00175)"	"phytoene dehydrogenase activity(GO:0016166);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)"	"isoprenoid biosynthetic process(GO:0008299);carotenoid biosynthetic process(GO:0016117)"	"chloroplast(GO:0009507);chromoplast(GO:0009509);membrane(GO:0016020)"
"SORBI_3008G183100"	"DUF4220 domain-containing protein"	"DUF4220 DOMAIN-CONTAINING PROTEIN (PTHR31325:SF115)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3005G183200"	"14-3-3 domain-containing protein"	"14-3-3 PROTEIN ZETA (PTHR18860:SF159)"	"scaffold/adaptor protein(PC00226)"	NA	"signal transduction(GO:0007165);protein localization(GO:0008104)"	"cytoplasm(GO:0005737)"
"SORBI_3009G050300"	"Large ribosomal subunit protein uL15_eL18 domain-containing protein"	"OS05G0155100 PROTEIN (PTHR10934:SF5)"	"ribosomal protein(PC00202)"	"RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)"	"translation(GO:0006412)"	"cytoplasm(GO:0005737);ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);intracellular membraneless organelle(GO:0043232);ribonucleoprotein complex(GO:1990904)"
"SORBI_3009G251800"	"Protein kinase domain-containing protein"	"LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR48010:SF70)"	NA	"protein kinase activity(GO:0004672);ATP binding(GO:0005524)"	NA	"membrane(GO:0016020)"
"SORBI_3003G290200"	"Haloacid dehalogenase-like hydrolase family protein"	"ENDORIBONUCLEASE YBEY, CHLOROPLASTIC (PTHR46986:SF1)"	"endoribonuclease(PC00094)"	"metalloendopeptidase activity(GO:0004222);endonuclease activity(GO:0004519);hydrolase activity, acting on ester bonds(GO:0016788);metal ion binding(GO:0046872)"	"rRNA processing(GO:0006364)"	NA
"SORBI_3004G255600"	"Alkaline_neutral invertase"	"ALKALINE_NEUTRAL INVERTASE (PTHR31916:SF8)"	NA	"beta-fructofuranosidase activity(GO:0004564);sucrose alpha-glucosidase activity(GO:0004575);hydrolase activity, acting on glycosyl bonds(GO:0016798);endo-alpha-N-acetylgalactosaminidase activity(GO:0033926)"	"carbohydrate metabolic process(GO:0005975);sucrose catabolic process(GO:0005987)"	NA
